epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,7206.04,1.19057,8.08059,1.67222,0.81514,0.84895,0.8834,0.62175,1.2635,7.50085,1.80993,0.003664,0.003664,0.003664
66,7315.8,1.19198,8.09831,1.67039,0.82212,0.84474,0.88294,0.62244,1.26038,7.49056,1.80757,0.003565,0.003565,0.003565
67,7426.26,1.18922,8.0807,1.66742,0.82514,0.84277,0.88392,0.62333,1.26067,7.4552,1.8078,0.003466,0.003466,0.003466
68,7536.82,1.19262,8.09328,1.66988,0.8325,0.83439,0.88393,0.62403,1.26002,7.44885,1.80796,0.003367,0.003367,0.003367
69,7647.22,1.18723,8.03105,1.66642,0.84594,0.82202,0.88456,0.62443,1.25544,7.43009,1.80451,0.003268,0.003268,0.003268
70,7756.26,1.18687,8.00331,1.66509,0.85285,0.82539,0.88494,0.62439,1.25299,7.41372,1.80213,0.003169,0.003169,0.003169
71,7866.56,1.18593,8.03949,1.66532,0.85613,0.82158,0.88466,0.6253,1.24983,7.38574,1.79955,0.00307,0.00307,0.00307
72,7976.65,1.18341,7.97279,1.66115,0.85961,0.82244,0.8846,0.62533,1.24693,7.36217,1.79665,0.002971,0.002971,0.002971
73,8086.15,1.18134,7.98923,1.65947,0.8416,0.83066,0.88471,0.62499,1.24958,7.32543,1.79852,0.002872,0.002872,0.002872
74,8195.39,1.1815,7.96195,1.65988,0.83782,0.83229,0.88495,0.6233,1.25121,7.32131,1.80041,0.002773,0.002773,0.002773
75,8304.69,1.18473,7.99092,1.66031,0.83716,0.8365,0.88506,0.6243,1.25122,7.30042,1.80004,0.002674,0.002674,0.002674
76,8416.3,1.18039,7.94647,1.65896,0.83171,0.83587,0.88548,0.62447,1.2521,7.30112,1.80127,0.002575,0.002575,0.002575
77,8527.4,1.17521,7.92116,1.65678,0.8435,0.82461,0.8869,0.62611,1.25133,7.33279,1.80077,0.002476,0.002476,0.002476
78,8638.4,1.17824,7.90024,1.65605,0.84731,0.82324,0.88649,0.62554,1.25106,7.31905,1.80031,0.002377,0.002377,0.002377
79,8749.76,1.17635,7.91104,1.65336,0.84554,0.82968,0.88704,0.62599,1.25114,7.29744,1.80025,0.002278,0.002278,0.002278
80,8859.3,1.17002,7.8517,1.64868,0.86082,0.82335,0.88826,0.6276,1.2546,7.29105,1.80305,0.002179,0.002179,0.002179
81,8969.44,1.17374,7.87807,1.65482,0.86029,0.81902,0.88809,0.62823,1.25732,7.28099,1.80523,0.00208,0.00208,0.00208
82,9079.78,1.17223,7.84306,1.65159,0.86273,0.82329,0.88828,0.62751,1.25746,7.27523,1.80517,0.001981,0.001981,0.001981
83,9190.16,1.16818,7.83133,1.65105,0.86305,0.82241,0.88834,0.62813,1.25833,7.26021,1.80604,0.001882,0.001882,0.001882
84,9300.71,1.16926,7.78906,1.6481,0.86204,0.82212,0.88856,0.6273,1.26413,7.2789,1.81147,0.001783,0.001783,0.001783
85,9411.2,1.16826,7.82197,1.64388,0.85981,0.82315,0.88894,0.62685,1.26941,7.28437,1.81531,0.001684,0.001684,0.001684
86,9520.56,1.16594,7.78577,1.64546,0.86744,0.82101,0.88927,0.62712,1.27187,7.30587,1.81708,0.001585,0.001585,0.001585
87,9630.97,1.16051,7.77227,1.64297,0.86527,0.82729,0.89038,0.62856,1.27304,7.30065,1.81763,0.001486,0.001486,0.001486
88,9741.74,1.16183,7.72832,1.64228,0.86518,0.8287,0.89079,0.62822,1.27391,7.28444,1.81847,0.001387,0.001387,0.001387
89,9851.85,1.16236,7.72748,1.64411,0.86096,0.83538,0.89047,0.62801,1.27415,7.26617,1.81836,0.001288,0.001288,0.001288
90,9962.7,1.16156,7.729,1.64344,0.86289,0.83835,0.89112,0.62835,1.27159,7.2427,1.81635,0.001189,0.001189,0.001189
91,10072.4,1.04773,5.65579,1.53255,0.83987,0.84491,0.88979,0.62745,1.27366,7.12537,1.81775,0.00109,0.00109,0.00109
92,10180.7,1.03632,5.47029,1.51788,0.86611,0.832,0.89144,0.62917,1.26899,6.99884,1.81498,0.000991,0.000991,0.000991
93,10289.2,1.03259,5.40084,1.51057,0.84695,0.84367,0.89234,0.62796,1.26464,6.86415,1.8123,0.000892,0.000892,0.000892
94,10396.5,1.02133,5.3267,1.50863,0.83763,0.84891,0.8929,0.63043,1.26077,6.74303,1.80945,0.000793,0.000793,0.000793
95,10505.3,1.01704,5.28468,1.49899,0.85584,0.83938,0.89234,0.63145,1.25937,6.63252,1.80848,0.000694,0.000694,0.000694
96,10613.6,1.01511,5.23719,1.49315,0.86253,0.83501,0.89308,0.6335,1.25939,6.53414,1.80939,0.000595,0.000595,0.000595
97,10721.7,1.00986,5.20942,1.49303,0.84205,0.84487,0.89331,0.63301,1.25621,6.43665,1.80723,0.000496,0.000496,0.000496
98,10829.5,1.00935,5.17857,1.4884,0.84423,0.8453,0.89329,0.63294,1.25642,6.36205,1.8078,0.000397,0.000397,0.000397
99,10937.5,1.00794,5.15368,1.48284,0.84553,0.85041,0.89377,0.63444,1.25543,6.29292,1.80675,0.000298,0.000298,0.000298
100,11046.2,1.00235,5.12731,1.4759,0.84132,0.8607,0.89395,0.63546,1.25474,6.24231,1.8065,0.000199,0.000199,0.000199
