epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,4498.13,0.78273,0.52721,1.11201,0.87982,0.90861,0.93468,0.74545,0.78356,0.4062,1.10869,0.004258,0.004258,0.004258
60,4537.08,0.77374,0.52226,1.10463,0.92032,0.88628,0.9372,0.74363,0.77656,0.40143,1.10016,0.004159,0.004159,0.004159
61,4576.21,0.77637,0.52064,1.108,0.88967,0.90165,0.93194,0.74763,0.78631,0.40127,1.10138,0.00406,0.00406,0.00406
62,4614.33,0.77588,0.51822,1.10665,0.91118,0.89539,0.94038,0.74599,0.78869,0.4016,1.10529,0.003961,0.003961,0.003961
63,4652.74,0.76954,0.51626,1.0972,0.88997,0.89682,0.93749,0.74872,0.77604,0.40081,1.09668,0.003862,0.003862,0.003862
64,4690.79,0.76881,0.51263,1.10341,0.90304,0.89287,0.9358,0.7498,0.76903,0.39518,1.09514,0.003763,0.003763,0.003763
65,4728.99,0.76178,0.50692,1.09723,0.90631,0.89027,0.937,0.74909,0.76481,0.39656,1.09442,0.003664,0.003664,0.003664
66,4766.37,0.75857,0.50256,1.09421,0.88823,0.91638,0.93976,0.75082,0.76441,0.39764,1.09279,0.003565,0.003565,0.003565
67,4835.35,0.76456,0.50958,1.10225,0.92504,0.89648,0.94477,0.75466,0.76323,0.39117,1.08758,0.003466,0.003466,0.003466
68,4946.23,0.76032,0.50442,1.10259,0.88874,0.90877,0.93815,0.75269,0.765,0.38688,1.09098,0.003367,0.003367,0.003367
69,5059.03,0.75719,0.49854,1.08955,0.90418,0.89526,0.93465,0.74968,0.7577,0.38505,1.08824,0.003268,0.003268,0.003268
70,5172.55,0.75584,0.49853,1.09199,0.90888,0.90604,0.93703,0.74772,0.7644,0.3846,1.09017,0.003169,0.003169,0.003169
71,5289.34,0.75154,0.49579,1.09023,0.8917,0.92287,0.94019,0.75463,0.75854,0.38402,1.08492,0.00307,0.00307,0.00307
72,5406.06,0.75008,0.49561,1.09196,0.89958,0.91105,0.94046,0.7528,0.7564,0.38087,1.08423,0.002971,0.002971,0.002971
73,5521.03,0.74718,0.49133,1.08817,0.90967,0.90012,0.9361,0.75039,0.76318,0.37825,1.08789,0.002872,0.002872,0.002872
74,5568.32,0.74688,0.49143,1.0896,0.89936,0.90728,0.9386,0.75441,0.75551,0.38206,1.0862,0.002773,0.002773,0.002773
75,5606.84,0.74683,0.49106,1.09007,0.90379,0.91112,0.93958,0.75284,0.75918,0.38006,1.08759,0.002674,0.002674,0.002674
76,5646.37,0.74209,0.48372,1.08359,0.90781,0.9205,0.94408,0.75691,0.75783,0.37907,1.08535,0.002575,0.002575,0.002575
77,5685.04,0.74186,0.48663,1.08651,0.88956,0.9236,0.93961,0.7549,0.74205,0.37224,1.07512,0.002476,0.002476,0.002476
78,5724.09,0.73837,0.512,1.08429,0.90719,0.90508,0.93813,0.75075,0.75147,0.37346,1.08301,0.002377,0.002377,0.002377
79,5762.83,0.73286,0.47732,1.08036,0.91157,0.90424,0.9389,0.75464,0.74957,0.36889,1.08283,0.002278,0.002278,0.002278
80,5801.49,0.73021,0.47793,1.07757,0.90855,0.90705,0.93952,0.75503,0.74909,0.36872,1.07861,0.002179,0.002179,0.002179
81,5871.04,0.73295,0.47437,1.07851,0.9145,0.91114,0.93998,0.75621,0.74386,0.36565,1.07516,0.00208,0.00208,0.00208
82,5983.06,0.72963,0.4745,1.0785,0.91066,0.90598,0.94011,0.75874,0.74443,0.36655,1.07595,0.001981,0.001981,0.001981
83,6096.63,0.72346,0.46997,1.07575,0.91078,0.90332,0.94092,0.75993,0.7461,0.36426,1.07827,0.001882,0.001882,0.001882
84,6211.31,0.72303,0.46937,1.07276,0.92696,0.90257,0.94148,0.75878,0.74958,0.36273,1.08055,0.001783,0.001783,0.001783
85,6325.68,0.72166,0.46862,1.07274,0.92148,0.90674,0.94232,0.75756,0.74966,0.36256,1.0803,0.001684,0.001684,0.001684
86,6440.09,0.71814,0.4655,1.07316,0.91985,0.90263,0.94298,0.76011,0.74679,0.36225,1.07836,0.001585,0.001585,0.001585
87,6554.5,0.71533,0.4668,1.07115,0.87495,0.94652,0.94114,0.75675,0.74928,0.36253,1.07853,0.001486,0.001486,0.001486
88,6600.74,0.71728,0.46255,1.07203,0.89933,0.92222,0.94438,0.7587,0.7478,0.36135,1.07662,0.001387,0.001387,0.001387
89,6639.9,0.71574,0.46261,1.06995,0.92192,0.90256,0.945,0.7582,0.74463,0.35915,1.07528,0.001288,0.001288,0.001288
90,6678.86,0.71129,0.45948,1.06713,0.92214,0.90353,0.94534,0.76148,0.74562,0.36147,1.07579,0.001189,0.001189,0.001189
91,6717.81,0.69559,0.4098,1.09211,0.91895,0.90583,0.94335,0.75863,0.7455,0.36154,1.07553,0.00109,0.00109,0.00109
92,6755.68,0.68241,0.39416,1.08096,0.90836,0.91206,0.94121,0.75649,0.74703,0.36176,1.07695,0.000991,0.000991,0.000991
93,6793.65,0.66892,0.38901,1.06773,0.91857,0.90595,0.94055,0.75771,0.75022,0.36006,1.07937,0.000892,0.000892,0.000892
94,6831.14,0.66857,0.38383,1.0696,0.89861,0.92201,0.94037,0.75459,0.75373,0.35877,1.08001,0.000793,0.000793,0.000793
95,6896.5,0.66724,0.45406,1.07151,0.89523,0.91643,0.942,0.75534,0.75316,0.36044,1.08,0.000694,0.000694,0.000694
96,7008.14,0.65208,0.37686,1.05873,0.9088,0.91175,0.93966,0.7542,0.75115,0.35846,1.07895,0.000595,0.000595,0.000595
97,7121.22,0.64814,0.3706,1.0527,0.90879,0.9106,0.94018,0.75714,0.75297,0.35814,1.0802,0.000496,0.000496,0.000496
98,7236.04,0.64901,0.37254,1.05724,0.90892,0.91549,0.9403,0.7576,0.75207,0.35635,1.07934,0.000397,0.000397,0.000397
99,7351.12,0.63933,0.36712,1.04744,0.92787,0.90709,0.94039,0.75669,0.75205,0.35388,1.07864,0.000298,0.000298,0.000298
100,7467.44,0.6419,0.36722,1.05333,0.916,0.91769,0.94077,0.75945,0.75107,0.35274,1.07803,0.000199,0.000199,0.000199
