epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,1365.42,0.91361,0.57168,1.01002,0.89373,0.93314,0.94811,0.76913,0.96354,0.66027,1.07233,0.00032744,0.00032744,0.00032744
60,1388.26,0.90797,0.56982,1.00888,0.88683,0.93152,0.94551,0.7638,0.96093,0.6464,1.07976,0.000319827,0.000319827,0.000319827
61,1410.91,0.9052,0.56246,1.00907,0.91219,0.92515,0.94949,0.76583,0.97369,0.6778,1.08053,0.000312214,0.000312214,0.000312214
62,1433.54,0.90115,0.55899,1.00648,0.90096,0.92511,0.94836,0.76726,0.96494,0.65257,1.0794,0.000304601,0.000304601,0.000304601
63,1456.21,0.89906,0.55559,1.00761,0.90428,0.92194,0.94564,0.76582,0.97154,0.68747,1.07637,0.000296988,0.000296988,0.000296988
64,1478.53,0.89937,0.55499,1.0066,0.88847,0.93348,0.94987,0.76998,0.96721,0.69188,1.0804,0.000289375,0.000289375,0.000289375
65,1501.36,0.89312,0.5485,1.00638,0.89701,0.93323,0.94816,0.7695,0.96375,0.65335,1.07979,0.000281762,0.000281762,0.000281762
66,1524.53,0.88536,0.53915,1.00166,0.90985,0.92561,0.94602,0.76675,0.96721,0.67805,1.08005,0.000274148,0.000274148,0.000274148
67,1546.68,0.88795,0.54168,1.00246,0.90758,0.91665,0.94661,0.76117,0.97282,0.68745,1.08301,0.000266535,0.000266535,0.000266535
68,1569.52,0.87894,0.53504,1.00176,0.90217,0.92911,0.94646,0.76661,0.97483,0.68605,1.08427,0.000258922,0.000258922,0.000258922
69,1592.26,0.87723,0.53535,1.00046,0.90657,0.92344,0.94455,0.76167,0.97926,0.69509,1.08731,0.000251309,0.000251309,0.000251309
70,1615.46,0.87923,0.52997,0.99952,0.90519,0.92903,0.94342,0.76426,0.97569,0.72102,1.08317,0.000243696,0.000243696,0.000243696
71,1638.7,0.87584,0.53021,0.99953,0.89398,0.93427,0.94474,0.76288,0.97108,0.68577,1.08356,0.000236083,0.000236083,0.000236083
72,1661.41,0.86766,0.52516,0.99536,0.91088,0.92415,0.94385,0.7664,0.98092,0.74027,1.08697,0.00022847,0.00022847,0.00022847
73,1684.38,0.86068,0.52178,0.99066,0.90904,0.92075,0.94499,0.76517,0.97702,0.70785,1.08535,0.000220857,0.000220857,0.000220857
74,1707.18,0.85903,0.51708,0.99207,0.90632,0.93295,0.94662,0.76916,0.97499,0.71191,1.08045,0.000213244,0.000213244,0.000213244
75,1730.26,0.85753,0.51992,0.99231,0.90642,0.92791,0.94406,0.76689,0.9724,0.70012,1.08293,0.000205631,0.000205631,0.000205631
76,1753.25,0.85359,0.5126,0.98707,0.90559,0.92467,0.94538,0.77006,0.97458,0.71127,1.08178,0.000198018,0.000198018,0.000198018
77,1775.7,0.85834,0.51551,0.99318,0.90736,0.92246,0.94364,0.76482,0.97652,0.71984,1.08434,0.000190404,0.000190404,0.000190404
78,1798.78,0.84485,0.50852,0.98682,0.90854,0.91747,0.94256,0.76031,0.98643,0.71764,1.09585,0.000182791,0.000182791,0.000182791
79,1821.67,0.84744,0.50864,0.98721,0.90937,0.91471,0.94012,0.75903,0.9922,0.74176,1.09736,0.000175178,0.000175178,0.000175178
80,1844.56,0.84259,0.50064,0.98646,0.90517,0.92172,0.94195,0.7622,0.98397,0.73859,1.09468,0.000167565,0.000167565,0.000167565
81,1867.48,0.84407,0.50132,0.98972,0.89915,0.92932,0.94235,0.76025,0.981,0.72653,1.09045,0.000159952,0.000159952,0.000159952
82,1890.47,0.83299,0.49657,0.98637,0.90413,0.91423,0.94119,0.76032,0.9813,0.76472,1.09021,0.000152339,0.000152339,0.000152339
83,1913.46,0.83244,0.49332,0.98017,0.90918,0.9113,0.94137,0.76194,0.9818,0.75134,1.09149,0.000144726,0.000144726,0.000144726
84,1936.85,0.8325,0.4938,0.98141,0.88399,0.9401,0.94167,0.76454,0.98499,0.73334,1.09357,0.000137113,0.000137113,0.000137113
85,1959.6,0.8332,0.4925,0.98332,0.90692,0.91249,0.94289,0.76276,0.99003,0.75275,1.09439,0.0001295,0.0001295,0.0001295
86,1982.39,0.82054,0.48288,0.97948,0.91171,0.9133,0.94146,0.76266,0.98552,0.76111,1.09058,0.000121887,0.000121887,0.000121887
87,2004.83,0.82336,0.48785,0.97762,0.9031,0.92147,0.94203,0.76193,0.9875,0.76604,1.0928,0.000114273,0.000114273,0.000114273
88,2027.75,0.82334,0.48531,0.97756,0.9063,0.9244,0.93955,0.76183,0.98472,0.75961,1.08965,0.00010666,0.00010666,0.00010666
89,2050.91,0.81719,0.47997,0.97684,0.90817,0.91391,0.94123,0.76393,0.98401,0.77136,1.09173,9.90472e-05,9.90472e-05,9.90472e-05
90,2073.77,0.81725,0.48195,0.97725,0.91797,0.91023,0.94117,0.76209,0.98437,0.76384,1.09286,9.14341e-05,9.14341e-05,9.14341e-05
91,2097.85,0.78757,0.43926,0.98695,0.90147,0.9229,0.93976,0.75911,0.9881,0.76244,1.09599,8.3821e-05,8.3821e-05,8.3821e-05
92,2120.86,0.76834,0.42143,0.98033,0.90424,0.92315,0.94144,0.75905,0.98409,0.75423,1.09525,7.62079e-05,7.62079e-05,7.62079e-05
93,2143.67,0.7655,0.4182,0.9778,0.90767,0.92067,0.94114,0.75924,0.98128,0.75791,1.0947,6.85948e-05,6.85948e-05,6.85948e-05
94,2166.17,0.75959,0.41202,0.97429,0.90585,0.91799,0.93869,0.75732,0.98659,0.77506,1.0986,6.09817e-05,6.09817e-05,6.09817e-05
95,2188.67,0.75564,0.40805,0.97241,0.90507,0.9242,0.93954,0.76045,0.9876,0.77499,1.09905,5.33686e-05,5.33686e-05,5.33686e-05
96,2211.51,0.74777,0.40597,0.97099,0.90496,0.91761,0.93919,0.76077,0.99068,0.78919,1.10281,4.57555e-05,4.57555e-05,4.57555e-05
97,2234.61,0.75066,0.40584,0.97123,0.90448,0.92052,0.9396,0.76032,0.98995,0.78797,1.10403,3.81424e-05,3.81424e-05,3.81424e-05
98,2257.05,0.74197,0.40052,0.96582,0.90213,0.92181,0.93972,0.76077,0.99101,0.79719,1.10504,3.05293e-05,3.05293e-05,3.05293e-05
99,2279.68,0.74207,0.40002,0.96891,0.90233,0.92302,0.93966,0.76154,0.99186,0.79567,1.10594,2.29162e-05,2.29162e-05,2.29162e-05
100,2302.06,0.73996,0.39816,0.96845,0.90359,0.92086,0.93983,0.76118,0.99342,0.79763,1.10708,1.53031e-05,1.53031e-05,1.53031e-05
